1,2,3,4,5,6,7,8,9,10,11,12,company,Revenue,yoy_growth,pci,Q2,Q3,Q4,actual_quarter,quarter,Price,sp_index_change
0.222222222,0.055555556,0.041666667,0.152777778,0.027777778,0.069444444,0.083333333,0.083333333,0.097222222,0.041666667,0.069444444,0.055555556,Target,16.24,0.045717965,1.743310892,1,0,0,2011Q2,2011Q2,-0.068506751,-0.008833617
0.189189189,0.013513514,0.067567568,0.202702703,0.027027027,0.094594595,0,0.067567568,0.108108108,0.135135135,0.054054054,0.040540541,Target,16.4,0.051282051,0.408517984,0,1,0,2011Q3,2011Q3,0.023158773,-0.15544873
0.2,0.072727273,0.054545455,0.145454545,0.090909091,0.054545455,0.036363636,0.109090909,0.109090909,0.054545455,0.054545455,0.018181818,Target,21.29,0.030493708,-0.15205577,0,0,1,2011Q4,2011Q4,0.071548117,0.144073579
0.181818182,0.015151515,0.075757576,0.242424242,0,0.03030303,0.03030303,0.03030303,0.151515152,0.090909091,0.121212121,0.03030303,Target,16.87,0.058343789,0.795638656,0,0,0,2012Q1,2012Q1,0.13986698,0.102900412
0.106918239,0.044025157,0.081761006,0.106918239,0.025157233,0.050314465,0.125786164,0.150943396,0.100628931,0.06918239,0.056603774,0.081761006,Target,16.78,0.033251232,0.827531738,1,0,0,2012Q2,2012Q2,-0.00171556,-0.040083437
0.155555556,0,0.022222222,0.222222222,0.055555556,0.022222222,0.022222222,0.133333333,0.055555556,0.144444444,0.066666667,0.1,Target,16.93,0.032317073,0.219328148,0,1,0,2012Q3,2012Q3,0.089239746,0.055041706
0.192307692,0.012820513,0.038461538,0.217948718,0.038461538,0.051282051,0.038461538,0.102564103,0.076923077,0.115384615,0.051282051,0.064102564,Target,22.73,0.067637388,0.03604047,0,0,1,2012Q4,2012Q4,-0.060644547,-0.012668831
0.163265306,0.020408163,0.081632653,0.163265306,0.081632653,0.040816327,0.040816327,0.081632653,0.183673469,0.102040816,0.020408163,0.020408163,Target,16.71,-0.009484292,0.590329876,0,0,0,2013Q1,2013Q1,0.163719823,0.073009122
0.191780822,0.02739726,0.054794521,0.171232877,0.075342466,0.054794521,0.02739726,0.102739726,0.082191781,0.109589041,0.068493151,0.034246575,Target,17.12,0.020262217,0.540980612,1,0,0,2013Q2,2013Q2,0.002912904,0.028236364
0.171052632,0.065789474,0.026315789,0.197368421,0.105263158,0.039473684,0,0.092105263,0.039473684,0.118421053,0.052631579,0.092105263,Target,17.26,0.019492026,0.377979341,0,1,0,2013Q3,2013Q3,-0.077167171,0.041233219
0.066666667,0,0.051851852,0.185185185,0.081481481,0.02962963,0.059259259,0.185185185,0.125925926,0.125925926,0.051851852,0.037037037,Target,20.2,-0.111306643,-0.279067646,0,0,1,2013Q4,2013Q4,-0.010014082,0.090477876
0.172413793,0.017241379,0.051724138,0.206896552,0.120689655,0.051724138,0.017241379,0.120689655,0.137931034,0.017241379,0.017241379,0.068965517,Target,16.66,-0.00299222,0.76122253,0,0,0,2014Q1,2014Q1,-0.042260209,0.022030808
0.066666667,0.016666667,0.066666667,0.25,0.116666667,0.05,0.033333333,0.1,0.133333333,0.066666667,0.016666667,0.083333333,Target,16.96,-0.009345794,1.180867814,1,0,0,2014Q2,2014Q2,-0.043255737,0.039623022
0.126760563,0.014084507,0.042253521,0.253521127,0.084507042,0.028169014,0.042253521,0.14084507,0.098591549,0.056338028,0.028169014,0.084507042,Target,17.25,-0.000579374,0.114675844,0,1,0,2014Q3,2014Q3,0.073839301,-0.000521963
0.138461538,0.015384615,0.015384615,0.2,0.107692308,0.092307692,0.030769231,0.107692308,0.138461538,0.092307692,0.046153846,0.015384615,Target,21.75,0.076732673,-0.803351757,0,0,1,2014Q4,2014Q4,0.222974062,0.057929461
0.08056872,0.033175355,0.042654028,0.251184834,0.033175355,0.014218009,0.066350711,0.194312796,0.09478673,0.075829384,0.023696682,0.090047393,Target,17.12,0.027611044,-0.543199002,0,0,0,2015Q1,2015Q1,0.089472986,0.004707997
0.158536585,0.06097561,0.048780488,0.256097561,0.073170732,0.024390244,0.073170732,0.12195122,0.085365854,0.036585366,0.024390244,0.036585366,Target,17.43,0.027712264,1.205595644,1,0,0,2015Q2,2015Q2,-0.005603606,0.001660444
0.078125,0.03125,0.0625,0.25,0.140625,0.015625,0.046875,0.203125,0.0625,0.03125,0.03125,0.046875,Target,17.61,0.020869565,0.262677374,0,1,0,2015Q3,2015Q3,-0.052174961,-0.075762244
0.070175439,0.035087719,0.105263158,0.245614035,0.140350877,0.01754386,0.035087719,0.105263158,0.122807018,0.070175439,0.035087719,0.01754386,Target,21.63,-0.005517241,-0.449843688,0,0,1,2015Q4,2015Q4,-0.086781537,0.062438274
0.111111111,0.044444444,0.088888889,0.222222222,0.044444444,0.044444444,0,0.177777778,0.155555556,0.044444444,0.022222222,0.044444444,Target,16.2,-0.053738318,0.064634066,0,0,0,2016Q1,2016Q1,0.118694765,0.023391929
0.058823529,0.014705882,0.102941176,0.264705882,0.058823529,0.058823529,0.029411765,0.132352941,0.058823529,0.088235294,0.073529412,0.058823529,Target,16.17,-0.072289157,1.172350557,1,0,0,2016Q2,2016Q2,-0.156355727,0.012582136
0.051282051,0,0.153846154,0.243589744,0.051282051,0.012820513,0.076923077,0.102564103,0.076923077,0.102564103,0.08974359,0.038461538,Target,16.44,-0.066439523,0.332681941,0,1,0,2016Q3,2016Q3,-0.019557459,0.031061128
0.074626866,0,0.104477612,0.328358209,0.089552239,0,0.014925373,0.119402985,0.089552239,0.104477612,0.059701493,0.014925373,Target,21.47,-0.007397134,0.222574197,0,0,1,2016Q4,2016Q4,0.051688992,0.035919859
0.026785714,0.017857143,0.053571429,0.1875,0.125,0,0.0625,0.196428571,0.142857143,0.071428571,0.044642857,0.071428571,Target,16.22,0.001234568,0.790736963,0,0,0,2017Q1,2017Q1,-0.24137457,0.046456111
0.054054054,0.027027027,0.081081081,0.256756757,0.067567568,0,0.040540541,0.22972973,0.121621622,0.027027027,0.013513514,0.081081081,Target,16.63,0.028447743,0.543517706,1,0,0,2017Q2,2017Q2,-0.032204331,0.027373624
0.078651685,0.056179775,0.04494382,0.202247191,0.112359551,0.033707865,0.056179775,0.191011236,0.123595506,0.056179775,0.011235955,0.033707865,Target,16.87,0.026155718,0.396615691,0,1,0,2017Q3,2017Q3,0.120797721,0.037196224
0.051282051,0.025641026,0.025641026,0.179487179,0.179487179,0.051282051,0.051282051,0.166666667,0.102564103,0.051282051,0.051282051,0.064102564,Target,22.98,0.070330694,0.370629636,0,0,1,2017Q4,2017Q4,0.107997962,0.057130543
0.063157895,0.031578947,0.042105263,0.136842105,0.178947368,0,0.073684211,0.263157895,0.105263158,0.063157895,0,0.042105263,Target,16.78,0.034525277,0.88611838,0,0,0,2018Q1,2018Q1,0.026615407,-0.020379775
0.166666667,0,0.03030303,0.257575758,0.121212121,0.015151515,0.060606061,0.121212121,0.075757576,0.075757576,0.060606061,0.015151515,Target,17.78,0.069152135,1.033075567,1,0,0,2018Q2,2018Q2,0.103508263,0.052864579
0.093333333,0.013333333,0.08,0.24,0.093333333,0.026666667,0.066666667,0.106666667,0.16,0.026666667,0.053333333,0.04,Target,17.82,0.056312982,0.327267568,0,1,0,2018Q3,2018Q3,0.164181074,0.068679838
0.135416667,0.041666667,0.0625,0.15625,0.15625,0.072916667,0.010416667,0.083333333,0.114583333,0.09375,0.03125,0.041666667,Target,22.98,0,-0.057494736,0,0,1,2018Q4,2018Q4,-0.252967107,-0.142837116
0.075471698,0,0.056603774,0.150943396,0.132075472,0.028301887,0.08490566,0.235849057,0.075471698,0.103773585,0.028301887,0.028301887,Target,17.63,0.050655542,0.335116034,0,0,0,2019Q1,2019Q1,0.208007225,0.129229531
0.122222222,0.011111111,0.066666667,0.122222222,0.166666667,0.044444444,0.066666667,0.1,0.122222222,0.066666667,0.033333333,0.077777778,Target,18.42,0.035995501,1.198513227,1,0,0,2019Q2,2019Q2,0.083031137,0.026008043
0.101694915,0.016949153,0.050847458,0.203389831,0.186440678,0.033898305,0.06779661,0.13559322,0.084745763,0,0.033898305,0.084745763,Target,18.66,0.047138047,0.274166008,0,1,0,2019Q3,2019Q3,0.229698643,0.004186443
0.154761905,0.035714286,0.023809524,0.273809524,0.083333333,0.023809524,0.071428571,0.130952381,0.05952381,0.05952381,0.011904762,0.071428571,Target,23.4,0.018276762,0.213017997,0,0,1,2019Q4,2019Q4,0.210213328,0.098811326
0.072164948,0.051546392,0.092783505,0.030927835,0.010309278,0.010309278,0.020618557,0.103092784,0.113402062,0.12371134,0.319587629,0.051546392,Kroger,24.74,0.085563844,0.401415054,0,0,0,2010Q1,2010Q1,0.057617187,0.032162685
0.057692308,0.028846154,0.067307692,0.028846154,0.028846154,0.009615385,0.067307692,0.086538462,0.153846154,0.115384615,0.298076923,0.057692308,Kroger,18.76,0.058093627,0.475072152,1,0,0,2010Q2,2010Q2,-0.099634369,-0.125108225
0.133333333,0.091666667,0.05,0.066666667,0,0.05,0.066666667,0.05,0.1,0.058333333,0.266666667,0.066666667,Kroger,19.88,0.078676072,0.294916321,0,0,1,2010Q4,2010Q4,0.02946593,0.097187326
0.0875,0.0125,0.0375,0.05,0.0125,0.0375,0.0875,0.0375,0.1125,0.1,0.35,0.075,Kroger,27.46,0.109943411,1.264822375,0,0,0,2011Q1,2011Q1,0.088101726,0.04242572
0.113636364,0.022727273,0.056818182,0.102272727,0.011363636,0.011363636,0.056818182,0.079545455,0.034090909,0.159090909,0.318181818,0.034090909,Kroger,20.91,0.114605544,1.743310892,1,0,0,2011Q2,2011Q2,0.043771044,-0.008833617
0.057971014,0.014492754,0,0.028985507,0.043478261,0.115942029,0.043478261,0.028985507,0.130434783,0.15942029,0.362318841,0.014492754,Kroger,20.59,0.102838779,0.408517984,0,1,0,2011Q3,2011Q3,-0.124401914,-0.15544873
0.09,0.02,0.03,0.04,0.05,0.05,0.05,0.07,0.11,0.16,0.31,0.02,Kroger,21.3,0.071428571,-0.15205577,0,0,1,2011Q4,2011Q4,0.114075437,0.144073579
0.103896104,0.051948052,0.012987013,0.051948052,0.012987013,0.025974026,0.012987013,0.090909091,0.116883117,0.116883117,0.363636364,0.038961039,Kroger,29.06,0.05826657,0.795638656,0,0,0,2012Q1,2012Q1,-0.01141925,0.102900412
0.064516129,0.021505376,0.053763441,0.010752688,0.032258065,0,0.064516129,0.107526882,0.139784946,0.139784946,0.311827957,0.053763441,Kroger,21.73,0.039215686,0.827531738,1,0,0,2012Q2,2012Q2,-0.049180328,-0.040083437
0.077777778,0.044444444,0.011111111,0.011111111,0.022222222,0.077777778,0.077777778,0.122222222,0.111111111,0.1,0.3,0.044444444,Kroger,21.81,0.059252064,0.219328148,0,1,0,2012Q3,2012Q3,0.03245614,0.055041706
0.091743119,0.055045872,0.036697248,0.064220183,0.018348624,0.055045872,0.082568807,0.055045872,0.082568807,0.091743119,0.321100917,0.04587156,Kroger,24.02,0.127699531,0.03604047,0,0,1,2012Q4,2012Q4,0.094196804,-0.012668831
0.106796117,0.019417476,0.058252427,0.019417476,0.029126214,0.048543689,0.067961165,0.058252427,0.203883495,0.087378641,0.291262136,0.009708738,Kroger,30,0.032346869,0.590329876,0,0,0,2013Q1,2013Q1,0.256254738,0.073009122
0.066945607,0.075313808,0.046025105,0.020920502,0.029288703,0.033472803,0.10041841,0.121338912,0.125523013,0.184100418,0.133891213,0.062761506,Kroger,22.69,0.044178555,0.540980612,1,0,0,2013Q2,2013Q2,0.061462815,0.028236364
0.080808081,0.01010101,0.04040404,0.080808081,0.03030303,0.060606061,0.04040404,0.131313131,0.111111111,0.101010101,0.252525253,0.060606061,Kroger,22.47,0.030261348,0.377979341,0,1,0,2013Q3,2013Q3,0.163206459,0.041233219
0.04,0.026666667,0.026666667,0.106666667,0.013333333,0.026666667,0.133333333,0.093333333,0.146666667,0.093333333,0.28,0.013333333,Kroger,23.22,-0.033305579,-0.279067646,0,0,1,2013Q4,2013Q4,-0.027066929,0.090477876
0.090909091,0.012987013,0.103896104,0.038961039,0.038961039,0.025974026,0.051948052,0.103896104,0.12987013,0.168831169,0.181818182,0.051948052,Kroger,32.96,0.098666667,0.76122253,0,0,0,2014Q1,2014Q1,0.110997963,0.022030808
0.056818182,0.034090909,0.022727273,0.056818182,0.022727273,0.034090909,0.068181818,0.068181818,0.159090909,0.125,0.261363636,0.090909091,Kroger,25.31,0.11546937,1.180867814,1,0,0,2014Q2,2014Q2,0.132966529,0.039623022
0.072164948,0.020618557,0.030927835,0.041237113,0.06185567,0.051546392,0.082474227,0.103092784,0.18556701,0.175257732,0.175257732,0,Kroger,24.99,0.112149533,0.114675844,0,1,0,2014Q3,2014Q3,0.049656843,-0.000521963
0.114942529,0.022988506,0.011494253,0.034482759,0.057471264,0.034482759,0.068965517,0.091954023,0.091954023,0.183908046,0.218390805,0.068965517,Kroger,25.21,0.085701981,-0.803351757,0,0,1,2014Q4,2014Q4,0.244186047,0.057929461
0.134328358,0.014925373,0.029850746,0.014925373,0,0.029850746,0,0.164179104,0.149253731,0.194029851,0.253731343,0.014925373,Kroger,33.05,0.002730583,-0.543199002,0,0,0,2015Q1,2015Q1,0.206484105,0.004707997
0.040540541,0.040540541,0.081081081,0.027027027,0.040540541,0.013513514,0.094594595,0.148648649,0.054054054,0.175675676,0.202702703,0.081081081,Kroger,25.54,0.009087317,1.205595644,1,0,0,2015Q2,2015Q2,-0.055237103,0.001660444
0.026666667,0.013333333,0.026666667,0.053333333,0.026666667,0,0.093333333,0.146666667,0.106666667,0.186666667,0.253333333,0.066666667,Kroger,25.08,0.003601441,0.262677374,0,1,0,2015Q3,2015Q3,-0.015019115,-0.075762244
0.068181818,0.079545455,0.022727273,0.079545455,0.011363636,0.011363636,0.090909091,0.113636364,0.147727273,0.102272727,0.215909091,0.056818182,Kroger,26.16,0.037683459,-0.449843688,0,0,1,2015Q4,2015Q4,0.14040349,0.062438274
0.025,0.0375,0.0875,0.0375,0.05,0,0.05,0.15,0.125,0.15,0.25,0.0375,Kroger,34.6,0.046898638,0.064634066,0,0,0,2016Q1,2016Q1,-0.070699708,0.023391929
0.086021505,0.010752688,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.096774194,0.096774194,0.204301075,0.290322581,0.053763441,Kroger,26.56,0.039937353,1.172350557,1,0,0,2016Q2,2016Q2,-0.039926931,0.012582136
0.015151515,0.015151515,0.045454545,0.075757576,0.015151515,0.015151515,0.075757576,0.075757576,0.090909091,0.181818182,0.363636364,0.03030303,Kroger,26.56,0.059011164,0.332681941,0,1,0,2016Q3,2016Q3,-0.187961696,0.031061128
0.123595506,0.033707865,0.04494382,0.06741573,0.056179775,0.033707865,0.033707865,0.08988764,0.078651685,0.168539326,0.247191011,0.02247191,Kroger,27.61,0.055428135,0.222574197,0,0,1,2016Q4,2016Q4,0.178620219,0.035919859
0.072916667,0.041666667,0.041666667,0.072916667,0.041666667,0.0625,0.041666667,0.083333333,0.114583333,0.177083333,0.177083333,0.072916667,Kroger,36.28,0.048554913,0.790736963,0,0,0,2017Q1,2017Q1,-0.12544484,0.046456111
0.056603774,0.009433962,0.047169811,0.075471698,0.037735849,0.028301887,0.056603774,0.075471698,0.103773585,0.188679245,0.273584906,0.047169811,Kroger,27.6,0.039156627,0.543517706,1,0,0,2017Q2,2017Q2,-0.206802721,0.027373624
0.092783505,0.030927835,0.030927835,0.030927835,0.051546392,0.030927835,0.12371134,0.103092784,0.113402062,0.144329897,0.226804124,0.020618557,Kroger,27.75,0.044804217,0.396615691,0,1,0,2017Q3,2017Q3,-0.148195329,0.037196224
0.048543689,0.038834951,0.058252427,0.048543689,0.116504854,0.009708738,0.087378641,0.116504854,0.13592233,0.155339806,0.145631068,0.038834951,Kroger,31.65,0.146323796,0.370629636,0,0,1,2017Q4,2017Q4,0.375250501,0.057130543
0.093023256,0.034883721,0.058139535,0.034883721,0.046511628,0.046511628,0.034883721,0.139534884,0.209302326,0.104651163,0.151162791,0.046511628,Kroger,37.72,0.03969129,0.88611838,0,0,0,2018Q1,2018Q1,-0.154063604,-0.020379775
0.072289157,0.024096386,0.048192771,0.036144578,0.024096386,0.024096386,0.072289157,0.168674699,0.168674699,0.120481928,0.228915663,0.012048193,Kroger,28.01,0.014855072,1.033075567,1,0,0,2018Q2,2018Q2,0.222079038,0.052864579
0.086021505,0.043010753,0.010752688,0.032258065,0.086021505,0.053763441,0.064516129,0.086021505,0.172043011,0.096774194,0.215053763,0.053763441,Kroger,27.83,0.002882883,0.327267568,0,1,0,2018Q3,2018Q3,0.031537916,0.068679838
0.108910891,0.04950495,0.01980198,0.069306931,0.04950495,0.04950495,0.03960396,0.089108911,0.128712871,0.158415842,0.188118812,0.04950495,Kroger,28.29,-0.106161137,-0.057494736,0,0,1,2018Q4,2018Q4,-0.043478261,-0.142837116
0.108695652,0.02173913,0.065217391,0.010869565,0.043478261,0.010869565,0.065217391,0.141304348,0.206521739,0.086956522,0.184782609,0.054347826,Kroger,37.25,-0.012460233,0.335116034,0,0,0,2019Q1,2019Q1,-0.098901099,0.129229531
0.035714286,0.06122449,0.045918367,0.030612245,0.045918367,0.025510204,0.096938776,0.244897959,0.117346939,0.081632653,0.132653061,0.081632653,Kroger,28.17,0.005712246,1.198513227,1,0,0,2019Q2,2019Q2,-0.113153595,0.026008043
0.098765432,0.037037037,0.012345679,0.049382716,0.086419753,0,0.024691358,0.135802469,0.172839506,0.111111111,0.259259259,0.012345679,Kroger,27.97,0.005030543,0.274166008,0,1,0,2019Q3,2019Q3,0.193518519,0.004186443
0.076923077,0.019230769,0.048076923,0.038461538,0.048076923,0.038461538,0.028846154,0.105769231,0.144230769,0.134615385,0.307692308,0.009615385,Kroger,28.89,0.021208908,0.213017997,0,0,1,2019Q4,2019Q4,0.1328644,0.098811326
