"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 07, 2018","240.37","238.75","240.88","236.94","2.60M","1.55%"
"Nov 06, 2018","236.71","235.00","237.49","234.18","2.10M","0.96%"
"Nov 05, 2018","234.45","230.71","234.89","229.80","2.51M","1.86%"
"Nov 02, 2018","230.16","229.81","232.23","227.18","2.17M","0.24%"
"Nov 01, 2018","229.60","228.18","230.80","227.54","2.10M","0.42%"
"Oct 31, 2018","228.63","228.65","230.56","225.56","2.67M","0.31%"
"Oct 30, 2018","227.92","223.10","228.21","223.01","2.41M","2.47%"
"Oct 29, 2018","222.42","219.75","224.89","218.75","3.80M","1.94%"
"Oct 26, 2018","218.19","222.31","225.00","217.00","4.00M","-3.63%"
"Oct 25, 2018","226.40","224.06","227.59","222.84","2.22M","1.18%"
"Oct 24, 2018","223.76","225.93","231.09","223.09","3.10M","-2.18%"
"Oct 23, 2018","228.75","227.07","229.26","223.82","2.66M","-0.14%"
"Oct 22, 2018","229.06","229.88","230.25","227.27","2.01M","-0.27%"
"Oct 19, 2018","229.67","228.90","230.63","228.72","2.10M","0.48%"
"Oct 18, 2018","228.58","228.54","230.65","226.25","2.62M","0.04%"
"Oct 17, 2018","228.49","228.45","228.88","225.51","2.13M","0.36%"
"Oct 16, 2018","227.68","224.87","228.26","224.32","2.54M","1.41%"
"Oct 15, 2018","224.51","226.25","226.94","224.25","2.44M","-1.08%"
"Oct 12, 2018","226.95","225.20","227.62","223.39","3.13M","2.31%"
"Oct 11, 2018","221.82","222.91","225.32","220.93","3.65M","0.35%"
"Oct 10, 2018","221.05","224.10","225.00","221.04","3.02M","-1.39%"
"Oct 09, 2018","224.17","224.15","225.15","222.56","2.50M","0.11%"
"Oct 08, 2018","223.93","219.34","224.50","219.26","3.86M","2.34%"
"Oct 05, 2018","218.82","225.00","227.06","217.79","7.38M","-5.55%"
"Oct 04, 2018","231.68","233.26","234.00","230.66","2.86M","-0.65%"
"Oct 03, 2018","233.20","236.62","237.31","232.73","2.32M","-1.33%"
"Oct 02, 2018","236.35","234.10","237.57","233.87","1.65M","0.72%"
"Oct 01, 2018","234.65","235.81","236.53","234.43","1.67M","-0.10%"
"Sep 28, 2018","234.88","233.86","235.47","233.79","1.60M","0.38%"
"Sep 27, 2018","234.00","233.70","235.67","232.34","1.42M","0.08%"
"Sep 26, 2018","233.81","233.57","235.66","233.45","2.01M","0.38%"
"Sep 25, 2018","232.93","234.03","234.66","232.73","1.89M","-0.18%"
"Sep 24, 2018","233.34","234.19","234.85","232.90","1.53M","-0.60%"
"Sep 21, 2018","234.76","234.37","235.84","234.01","3.72M","0.36%"
"Sep 20, 2018","233.92","234.60","235.00","232.32","1.91M","0.03%"
"Sep 19, 2018","233.85","234.62","234.74","232.42","1.58M","-0.21%"
"Sep 18, 2018","234.35","231.98","235.47","231.70","2.00M","1.01%"
"Sep 17, 2018","232.00","234.06","234.59","231.51","2.88M","-1.44%"
"Sep 14, 2018","235.38","239.00","239.00","234.47","3.88M","-2.44%"
"Sep 13, 2018","241.27","242.50","243.99","241.05","2.08M","-0.48%"
"Sep 12, 2018","242.44","245.00","245.12","242.23","1.91M","-0.72%"
"Sep 11, 2018","244.21","243.93","245.16","243.17","2.19M","0.42%"
"Sep 10, 2018","243.18","243.00","243.80","242.12","2.82M","0.71%"
"Sep 07, 2018","241.46","237.31","242.95","237.20","2.72M","2.02%"
"Sep 06, 2018","236.68","235.47","236.77","235.06","1.85M","0.45%"
"Sep 05, 2018","235.61","234.57","236.17","233.20","2.13M","0.40%"
"Sep 04, 2018","234.68","233.14","234.91","233.14","1.86M","0.66%"
"Aug 31, 2018","233.13","230.21","233.52","230.21","1.88M","1.00%"
"Aug 30, 2018","230.83","229.62","231.16","229.44","1.27M","0.28%"
"Aug 29, 2018","230.19","231.79","232.00","228.73","1.79M","-0.03%"
"Aug 28, 2018","230.26","230.94","231.83","229.84","1.88M","0.10%"
"Aug 27, 2018","230.03","232.74","232.86","228.10","1.90M","-0.54%"
"Aug 24, 2018","231.28","230.00","232.06","229.60","1.45M","0.77%"
"Aug 23, 2018","229.51","229.00","230.35","228.57","1.34M","0.13%"
"Aug 22, 2018","229.21","228.48","230.23","228.38","1.27M","0.29%"
"Aug 21, 2018","228.54","229.49","230.10","227.70","2.07M","0.52%"
"Aug 20, 2018","227.35","226.00","228.22","225.97","1.78M","0.74%"
"Aug 17, 2018","225.68","222.33","225.88","222.15","1.98M","1.12%"
"Aug 16, 2018","223.19","223.45","224.26","222.14","1.66M","0.69%"
"Aug 15, 2018","221.67","220.72","222.11","218.77","1.84M","-0.15%"
"Aug 14, 2018","222.00","220.01","222.56","219.86","1.45M","1.11%"
"Aug 13, 2018","219.56","221.03","221.58","219.06","1.52M","-0.34%"
"Aug 10, 2018","220.31","218.14","221.72","217.75","2.83M","0.95%"
"Aug 09, 2018","218.24","221.62","222.35","216.91","3.64M","-2.82%"
"Aug 08, 2018","224.58","222.86","224.88","222.24","2.02M","0.32%"
"Aug 07, 2018","223.86","223.24","225.48","222.98","1.43M","0.51%"
"Aug 06, 2018","222.72","221.43","223.27","221.01","1.29M","0.31%"
"Aug 03, 2018","222.03","221.00","222.62","221.00","1.20M","0.41%"
"Aug 02, 2018","221.12","215.01","221.40","215.01","1.90M","1.84%"
"Aug 01, 2018","217.13","218.65","219.10","216.25","1.84M","-0.72%"
"Jul 31, 2018","218.71","219.69","220.06","218.33","1.89M","-0.18%"
"Jul 30, 2018","219.11","219.04","220.12","218.61","1.29M","-0.25%"
"Jul 27, 2018","219.65","222.31","222.50","218.76","1.60M","-0.93%"
"Jul 26, 2018","221.72","222.00","224.62","220.82","1.82M","0.46%"
"Jul 25, 2018","220.70","217.61","220.82","217.37","1.56M","0.97%"
"Jul 24, 2018","218.58","219.41","220.68","217.59","1.45M","-0.12%"
"Jul 23, 2018","218.84","219.88","220.46","218.20","1.39M","0.07%"
"Jul 20, 2018","218.69","216.98","218.94","216.24","1.80M","0.53%"
"Jul 19, 2018","217.54","214.46","218.20","214.03","2.79M","1.20%"
"Jul 18, 2018","214.97","215.34","215.88","213.60","1.87M","-0.01%"
"Jul 17, 2018","215.00","214.06","216.16","214.00","2.06M","0.07%"
"Jul 16, 2018","214.85","216.64","217.13","213.90","2.08M","-0.78%"
"Jul 13, 2018","216.54","214.00","216.64","213.71","1.95M","1.18%"
"Jul 12, 2018","214.02","212.54","214.17","212.22","2.22M","1.46%"
"Jul 11, 2018","210.95","211.21","211.78","209.97","1.47M","-0.35%"
"Jul 10, 2018","211.70","210.99","212.70","210.83","1.69M","0.36%"
"Jul 09, 2018","210.94","210.52","211.79","210.00","1.74M","0.63%"
"Jul 06, 2018","209.62","207.14","210.39","206.66","1.52M","0.23%"
"Jul 05, 2018","209.14","208.20","209.29","207.55","1.44M","0.98%"
"Jul 03, 2018","207.12","208.53","209.91","206.90","842.10K","-0.42%"
"Jul 02, 2018","207.99","208.42","208.82","206.05","1.88M","-0.47%"
"Jun 29, 2018","208.98","209.66","210.53","208.32","2.16M","0.13%"
"Jun 28, 2018","208.71","210.00","211.19","208.05","1.83M","-0.63%"
"Jun 27, 2018","210.03","210.50","212.42","209.61","2.21M","-0.03%"
"Jun 26, 2018","210.09","212.38","212.46","209.97","2.28M","-0.78%"
"Jun 25, 2018","211.75","210.01","212.08","209.97","2.40M","0.31%"
"Jun 22, 2018","211.10","210.37","211.77","210.02","1.74M","0.54%"
"Jun 21, 2018","209.96","208.17","211.11","208.00","1.83M","0.95%"
"Jun 20, 2018","207.98","207.76","208.59","206.96","1.53M","0.22%"
"Jun 19, 2018","207.53","204.90","207.81","204.62","1.94M","0.64%"
"Jun 18, 2018","206.21","206.00","208.11","205.15","1.98M","-0.54%"
"Jun 15, 2018","207.32","205.40","207.67","204.57","3.88M","1.07%"
"Jun 14, 2018","205.12","204.87","205.73","204.29","1.69M","0.49%"
"Jun 13, 2018","204.11","204.92","205.83","203.21","1.67M","-0.38%"
"Jun 12, 2018","204.88","204.25","205.08","203.23","1.38M","0.19%"
"Jun 11, 2018","204.50","203.76","204.89","203.42","1.68M","0.36%"
"Jun 08, 2018","203.76","201.51","204.01","201.00","2.05M","0.59%"
"Jun 07, 2018","202.57","200.50","202.88","199.41","2.73M","2.48%"
"Jun 06, 2018","197.66","198.01","198.40","196.70","2.07M","-0.09%"
"Jun 05, 2018","197.84","199.22","199.35","196.99","1.87M","-0.39%"
"Jun 04, 2018","198.62","197.32","199.04","197.25","1.87M","0.76%"
"Jun 01, 2018","197.13","195.45","198.99","195.00","4.06M","-0.56%"
"May 31, 2018","198.24","200.22","200.70","197.70","4.82M","-0.70%"
"May 30, 2018","199.64","198.16","200.53","197.75","2.39M","1.47%"
"May 29, 2018","196.74","198.10","198.84","196.00","2.30M","-0.82%"
"May 25, 2018","198.36","198.89","200.22","197.82","1.33M","-0.27%"
"May 24, 2018","198.89","198.29","199.09","196.82","1.18M","0.38%"
"May 23, 2018","198.14","199.09","199.09","196.77","1.64M","-0.42%"
"May 22, 2018","198.97","199.72","201.77","198.83","1.56M","-0.33%"
"May 21, 2018","199.62","199.60","201.34","199.09","1.20M","0.33%"
"May 18, 2018","198.96","199.50","199.52","197.78","1.62M","-0.32%"
"May 17, 2018","199.60","199.06","201.35","197.89","2.39M","0.45%"
"May 16, 2018","198.71","196.07","199.35","195.00","2.16M","1.65%"
"May 15, 2018","195.48","194.76","196.70","193.26","2.32M","-0.20%"
"May 14, 2018","195.88","195.96","197.27","195.42","1.44M","0.06%"
"May 11, 2018","195.76","195.33","195.98","194.57","1.30M","0.16%"
"May 10, 2018","195.45","196.05","196.93","194.20","1.87M","-0.30%"
"May 09, 2018","196.04","194.15","196.42","193.15","2.00M","0.80%"
"May 08, 2018","194.48","192.99","195.20","192.42","1.91M","0.74%"
"May 07, 2018","193.06","195.78","195.79","192.21","2.36M","-1.09%"
"May 04, 2018","195.19","192.84","196.40","191.28","1.70M","1.13%"
"May 03, 2018","193.01","193.92","193.99","190.18","1.82M","-0.51%"
"May 02, 2018","194.00","195.48","195.58","192.45","2.50M","-1.30%"
"May 01, 2018","196.55","196.49","197.08","193.51","1.41M","-0.31%"
"Apr 30, 2018","197.16","197.10","199.04","196.39","2.16M","0.30%"
"Apr 27, 2018","196.58","194.95","196.92","194.53","1.56M","0.68%"
"Apr 26, 2018","195.26","194.12","196.44","193.34","1.45M","0.67%"
"Apr 25, 2018","193.97","192.23","194.67","191.39","1.31M","0.76%"
"Apr 24, 2018","192.51","194.54","195.36","191.15","1.60M","-0.43%"
"Apr 23, 2018","193.35","193.81","194.38","192.26","1.62M","-0.11%"
"Apr 20, 2018","193.56","194.43","195.67","192.75","2.25M","-0.77%"
"Apr 19, 2018","195.07","196.16","196.40","193.50","2.43M","-0.73%"
"Apr 18, 2018","196.51","196.30","197.77","196.12","1.66M","0.26%"
"Apr 17, 2018","196.00","195.66","196.88","194.73","2.16M","0.73%"
"Apr 16, 2018","194.58","191.84","195.80","191.38","3.03M","3.00%"
"Apr 13, 2018","188.91","189.81","189.83","187.01","1.74M","0.05%"
"Apr 12, 2018","188.82","185.50","190.04","185.49","2.84M","2.26%"
"Apr 11, 2018","184.65","182.25","186.37","182.22","1.70M","0.60%"
"Apr 10, 2018","183.55","185.75","185.97","182.17","2.53M","-0.47%"
"Apr 09, 2018","184.41","185.20","187.40","183.50","1.95M","0.24%"
"Apr 06, 2018","183.96","185.34","187.25","183.10","2.26M","-1.23%"
"Apr 05, 2018","186.25","186.70","187.00","184.93","1.93M","0.39%"
"Apr 04, 2018","185.52","181.13","186.35","180.94","2.11M","1.59%"
"Apr 03, 2018","182.61","183.53","184.17","181.35","2.29M","-0.08%"
"Apr 02, 2018","182.75","186.91","186.91","181.05","3.60M","-3.01%"
"Mar 29, 2018","188.43","184.74","188.64","184.41","3.02M","2.63%"
"Mar 28, 2018","183.61","183.61","184.62","181.23","2.17M","0.25%"
"Mar 27, 2018","183.15","187.44","187.66","182.06","2.50M","-2.17%"
"Mar 26, 2018","187.22","183.03","187.56","182.34","2.04M","3.53%"
"Mar 23, 2018","180.84","183.28","184.45","180.83","2.35M","-0.99%"
"Mar 22, 2018","182.64","184.90","185.55","182.50","2.49M","-1.84%"
"Mar 21, 2018","186.07","186.83","187.89","186.06","2.05M","-0.68%"
"Mar 20, 2018","187.35","185.10","187.58","184.60","1.85M","1.74%"
"Mar 19, 2018","184.15","185.63","185.98","182.81","2.49M","-0.93%"
"Mar 16, 2018","185.87","186.18","186.25","184.47","3.57M","0.19%"
"Mar 15, 2018","185.51","184.82","186.57","184.16","1.81M","0.48%"
"Mar 14, 2018","184.63","188.78","189.01","183.50","2.87M","-1.51%"
"Mar 13, 2018","187.46","190.05","190.12","186.80","1.96M","-1.01%"
"Mar 12, 2018","189.37","188.27","190.10","187.55","2.39M","0.42%"
"Mar 09, 2018","188.58","186.50","188.64","184.22","3.29M","1.56%"
"Mar 08, 2018","185.69","186.19","186.35","183.08","6.06M","-0.89%"
"Mar 07, 2018","187.36","189.21","189.75","184.78","5.16M","-2.14%"
"Mar 06, 2018","191.46","192.14","192.25","190.07","2.46M","-0.01%"
"Mar 05, 2018","191.48","188.45","191.98","187.50","2.16M","1.14%"
"Mar 02, 2018","189.33","187.48","190.39","187.22","2.28M","0.16%"
"Mar 01, 2018","189.03","191.31","192.99","187.32","2.45M","-0.98%"
"Feb 28, 2018","190.90","191.60","193.76","190.89","2.18M","0.42%"
"Feb 27, 2018","190.10","193.45","195.52","190.10","2.17M","-1.41%"
"Feb 26, 2018","192.81","190.10","193.09","189.93","1.85M","1.58%"
"Feb 23, 2018","189.81","187.83","189.85","185.91","1.56M","1.73%"
"Feb 22, 2018","186.59","186.35","188.33","185.66","1.36M","0.45%"
"Feb 21, 2018","185.75","188.53","189.14","185.69","1.75M","-1.26%"
"Feb 20, 2018","188.12","189.87","191.48","187.63","2.20M","-1.80%"
"Feb 16, 2018","191.56","191.45","194.62","191.04","1.97M","0.04%"
"Feb 15, 2018","191.48","188.09","191.71","186.57","2.07M","2.20%"
"Feb 14, 2018","187.35","182.71","188.48","182.31","2.19M","1.74%"
"Feb 13, 2018","184.15","180.22","184.60","180.05","2.12M","1.71%"
"Feb 12, 2018","181.06","181.84","183.26","180.38","1.60M","0.19%"
"Feb 09, 2018","180.72","179.78","182.07","175.79","2.78M","1.18%"
"Feb 08, 2018","178.61","184.51","184.51","178.53","3.01M","-2.50%"
"Feb 07, 2018","183.19","184.60","186.19","183.07","2.59M","-0.98%"
"Feb 06, 2018","185.01","178.91","185.24","176.20","4.07M","1.23%"
"Feb 05, 2018","182.77","190.66","192.10","182.53","3.41M","-4.30%"
"Feb 02, 2018","190.99","191.25","193.60","190.80","2.39M","-1.28%"
"Feb 01, 2018","193.47","193.41","195.40","192.44","2.10M","-0.72%"
"Jan 31, 2018","194.87","197.44","198.47","194.10","2.68M","-1.54%"
"Jan 30, 2018","197.91","197.59","198.79","196.08","2.29M","-0.21%"
"Jan 29, 2018","198.32","198.37","199.88","197.56","2.03M","-0.30%"
"Jan 26, 2018","198.91","197.75","199.23","195.69","2.76M","0.48%"
"Jan 25, 2018","197.95","195.00","198.45","194.74","3.56M","1.91%"
"Jan 24, 2018","194.24","194.43","194.75","191.93","2.80M","0.42%"
"Jan 23, 2018","193.42","193.61","194.10","192.07","2.32M","-0.49%"
"Jan 22, 2018","194.38","192.50","194.76","192.06","3.01M","1.09%"
"Jan 19, 2018","192.29","191.71","192.64","191.16","2.35M","0.41%"
"Jan 18, 2018","191.51","192.23","193.03","191.22","1.91M","-0.41%"
"Jan 17, 2018","192.29","192.53","192.56","191.34","2.59M","0.40%"
"Jan 16, 2018","191.53","192.35","192.84","190.89","2.01M","-0.16%"
"Jan 12, 2018","191.84","190.10","192.18","190.00","3.50M","1.30%"
"Jan 11, 2018","189.38","185.43","190.67","185.03","4.68M","2.14%"
"Jan 10, 2018","185.42","185.75","186.24","183.88","2.61M","-0.47%"
"Jan 09, 2018","186.29","189.01","189.30","186.15","2.24M","-1.16%"
"Jan 08, 2018","188.48","187.32","188.98","187.25","1.96M","0.39%"
"Jan 05, 2018","187.75","189.43","189.68","186.72","2.82M","-0.71%"
"Jan 04, 2018","189.10","192.00","192.30","187.56","3.53M","-0.78%"
"Jan 03, 2018","190.58","188.82","192.10","188.38","3.36M","1.20%"
"Jan 02, 2018","188.32","187.23","190.68","186.74","2.51M","1.18%"
"Dec 29, 2017","186.12","186.46","187.60","185.93","2.03M","-0.27%"
"Dec 28, 2017","186.62","186.57","187.02","186.19","1.02M","0.17%"
"Dec 27, 2017","186.30","186.85","187.06","185.80","1.18M","-0.13%"
"Dec 26, 2017","186.55","186.19","187.34","186.12","1.12M","-0.04%"
"Dec 22, 2017","186.63","187.27","187.48","185.97","1.08M","-0.09%"
"Dec 21, 2017","186.80","188.00","188.40","186.58","1.91M","-0.38%"
"Dec 20, 2017","187.51","189.04","189.26","185.40","3.89M","-0.44%"
"Dec 19, 2017","188.33","192.91","193.00","187.00","3.96M","-2.07%"
"Dec 18, 2017","192.31","192.63","194.35","191.90","3.49M","-0.22%"
"Dec 15, 2017","192.73","193.41","195.35","192.00","8.45M","3.32%"
"Dec 14, 2017","186.53","188.58","189.74","186.17","3.74M","-0.93%"
"Dec 13, 2017","188.28","188.53","190.12","187.80","3.06M","-0.01%"
"Dec 12, 2017","188.30","186.96","189.12","186.80","3.37M","-0.30%"
"Dec 11, 2017","188.86","188.21","188.90","187.04","1.96M","0.42%"
"Dec 08, 2017","188.07","186.79","188.53","185.94","1.77M","1.00%"
"Dec 07, 2017","186.20","186.51","187.80","185.56","2.24M","-0.54%"
"Dec 06, 2017","187.22","187.62","187.97","185.51","3.57M","-0.32%"
"Dec 05, 2017","187.82","189.67","191.22","186.85","3.18M","-0.92%"
"Dec 04, 2017","189.56","187.22","189.88","186.56","5.77M","2.39%"
"Dec 01, 2017","185.13","183.26","185.18","181.13","4.03M","0.38%"
"Nov 30, 2017","184.43","180.43","184.90","180.22","7.72M","3.89%"
"Nov 29, 2017","177.53","174.00","177.74","173.54","4.68M","2.23%"
"Nov 28, 2017","173.65","173.32","174.18","172.55","2.73M","0.60%"
"Nov 27, 2017","172.61","172.25","173.06","171.12","2.35M","0.58%"
"Nov 24, 2017","171.62","172.38","173.16","171.50","789.62K","-0.50%"
"Nov 22, 2017","172.48","173.84","174.00","171.10","1.95M","-0.54%"
"Nov 21, 2017","173.42","172.96","174.19","172.55","2.36M","0.66%"
"Nov 20, 2017","172.28","171.11","172.53","170.85","1.96M","0.76%"
"Nov 17, 2017","170.98","171.00","172.20","170.65","2.10M","0.00%"
"Nov 16, 2017","170.98","170.23","171.34","169.16","2.34M","1.17%"
"Nov 15, 2017","169.00","169.30","170.73","167.06","2.44M","-1.42%"
"Nov 14, 2017","171.44","170.82","171.83","169.77","1.77M","-0.01%"
"Nov 13, 2017","171.46","171.00","173.09","170.65","4.09M","0.06%"
"Nov 10, 2017","171.36","168.44","171.38","168.08","2.67M","1.33%"
"Nov 09, 2017","169.11","167.48","169.31","167.05","2.09M","0.04%"
"Nov 08, 2017","169.05","166.63","169.19","166.02","3.49M","1.67%"
"Nov 07, 2017","166.28","165.20","166.50","164.60","1.94M","0.75%"
"Nov 06, 2017","165.05","165.80","166.59","164.98","1.92M","-0.84%"
"Nov 03, 2017","166.44","164.16","167.07","163.78","3.11M","0.90%"
"Nov 02, 2017","164.95","163.73","165.55","162.61","3.26M","1.39%"
"Nov 01, 2017","162.69","161.97","163.29","161.29","2.13M","1.00%"
"Oct 31, 2017","161.08","159.84","161.27","159.72","2.51M","0.53%"
"Oct 30, 2017","160.23","161.99","162.00","159.47","2.55M","-1.32%"
"Oct 27, 2017","162.38","160.80","162.68","160.70","3.40M","-0.05%"
"Oct 26, 2017","162.46","162.46","163.55","160.79","3.04M","0.17%"
"Oct 25, 2017","162.18","161.00","163.00","160.58","3.60M","-0.07%"
"Oct 24, 2017","162.29","161.16","162.89","161.00","3.04M","0.15%"
"Oct 23, 2017","162.04","160.85","162.39","160.58","2.81M","0.79%"
"Oct 20, 2017","160.77","158.97","161.01","158.51","3.99M","1.46%"
"Oct 19, 2017","158.46","157.14","158.76","157.00","2.98M","0.58%"
"Oct 18, 2017","157.55","158.84","158.84","157.31","3.01M","-0.52%"
"Oct 17, 2017","158.38","159.00","159.27","157.57","2.43M","-0.27%"
"Oct 16, 2017","158.81","159.38","159.80","158.32","2.45M","-0.65%"
"Oct 13, 2017","159.85","157.42","160.08","157.09","3.63M","1.67%"
"Oct 12, 2017","157.22","157.87","157.99","156.36","3.60M","-0.41%"
"Oct 11, 2017","157.87","157.30","158.96","157.06","3.86M","0.64%"
"Oct 10, 2017","156.87","155.67","157.36","155.08","5.42M","1.46%"
"Oct 09, 2017","154.61","157.01","157.75","154.11","7.03M","-1.58%"
"Oct 06, 2017","157.09","159.00","159.46","156.54","18.00M","-5.97%"
"Oct 05, 2017","167.07","165.86","167.12","165.25","4.72M","1.13%"
"Oct 04, 2017","165.21","165.23","165.93","164.69","1.92M","0.08%"
"Oct 03, 2017","165.08","166.32","167.29","165.03","2.84M","-0.49%"
"Oct 02, 2017","165.89","164.92","166.42","164.29","2.27M","0.97%"
"Sep 29, 2017","164.29","163.90","165.07","163.76","1.85M","0.24%"
"Sep 28, 2017","163.90","164.47","164.95","163.54","1.73M","-0.32%"
"Sep 27, 2017","164.42","164.49","165.31","163.38","2.05M","0.21%"
"Sep 26, 2017","164.07","162.71","164.73","162.59","2.37M","1.07%"
"Sep 25, 2017","162.33","160.83","162.70","160.52","1.80M","0.64%"
"Sep 22, 2017","161.29","160.90","162.00","160.37","1.54M","-0.12%"
"Sep 21, 2017","161.48","162.93","162.93","160.40","1.74M","-0.84%"
"Sep 20, 2017","162.85","161.51","163.04","161.26","2.43M","0.80%"
"Sep 19, 2017","161.56","160.96","161.66","159.95","1.79M","0.40%"
"Sep 18, 2017","160.91","162.18","163.46","160.76","2.05M","-0.86%"
"Sep 15, 2017","162.30","162.24","162.67","161.70","3.76M","-0.04%"
"Sep 14, 2017","162.37","162.68","162.68","161.64","2.49M","-0.38%"
"Sep 13, 2017","162.99","160.14","163.95","160.01","4.20M","1.84%"
"Sep 12, 2017","160.04","157.67","160.65","157.45","2.99M","1.70%"
"Sep 11, 2017","157.36","157.89","158.00","157.06","2.44M","0.03%"
"Sep 08, 2017","157.31","158.37","158.50","155.03","3.36M","-1.24%"
"Sep 07, 2017","159.28","158.97","159.60","157.57","2.48M","0.26%"
"Sep 06, 2017","158.86","159.19","159.94","158.09","2.87M","-0.18%"
"Sep 05, 2017","159.14","157.96","159.72","157.47","3.41M","0.57%"
"Sep 01, 2017","158.24","157.59","158.55","157.20","2.83M","0.96%"
"Aug 31, 2017","156.74","156.22","157.26","153.95","4.57M","1.49%"
"Aug 30, 2017","154.44","153.71","154.74","152.88","2.49M","0.57%"
"Aug 29, 2017","153.56","152.38","153.99","151.46","2.45M","0.66%"
"Aug 28, 2017","152.55","151.90","153.28","151.20","3.78M","0.07%"
"Aug 25, 2017","152.45","152.37","152.94","150.06","5.70M","0.74%"
"Aug 24, 2017","151.33","160.00","160.66","151.09","10.30M","-5.04%"
"Aug 23, 2017","159.37","158.62","159.44","157.78","1.73M","0.42%"
"Aug 22, 2017","158.70","157.53","159.45","157.53","2.20M","1.04%"
"Aug 21, 2017","157.07","157.19","158.17","155.96","1.86M","-0.01%"
"Aug 18, 2017","157.08","157.98","158.69","156.92","2.75M","-0.94%"
"Aug 17, 2017","158.57","158.48","159.95","157.64","2.65M","-0.74%"
"Aug 16, 2017","159.76","157.28","159.88","157.11","3.38M","1.84%"
"Aug 15, 2017","156.88","158.00","158.38","156.79","1.87M","-0.65%"
"Aug 14, 2017","157.91","157.59","158.20","156.54","2.03M","0.80%"
"Aug 11, 2017","156.65","156.51","157.80","156.41","1.89M","0.01%"
"Aug 10, 2017","156.64","156.17","157.57","155.37","2.76M","-0.14%"
"Aug 09, 2017","156.86","157.14","157.57","156.20","2.16M","-0.56%"
"Aug 08, 2017","157.75","157.10","159.44","157.03","2.57M","0.51%"
"Aug 07, 2017","156.95","156.50","157.58","155.34","2.63M","0.33%"
"Aug 04, 2017","156.44","158.34","158.44","155.83","3.12M","-0.93%"
"Aug 03, 2017","157.91","161.61","162.35","157.06","5.56M","-2.09%"
"Aug 02, 2017","161.28","159.13","161.55","158.44","5.49M","0.98%"
"Aug 01, 2017","159.72","159.10","159.97","157.91","4.79M","0.76%"
"Jul 31, 2017","158.51","153.08","158.66","153.03","6.94M","3.68%"
"Jul 28, 2017","152.89","152.67","153.30","152.11","2.78M","0.24%"
"Jul 27, 2017","152.52","152.01","152.99","151.44","3.64M","0.28%"
"Jul 26, 2017","152.09","153.41","153.50","151.55","3.02M","-0.71%"
"Jul 25, 2017","153.17","151.41","153.70","151.40","4.61M","1.44%"
"Jul 24, 2017","151.00","150.45","151.47","150.11","3.66M","0.37%"
"Jul 21, 2017","150.44","150.94","151.23","150.00","4.08M","-0.36%"
"Jul 20, 2017","150.99","151.47","152.19","150.88","3.21M","-0.17%"
"Jul 19, 2017","151.24","151.81","152.16","150.90","4.10M","-0.17%"
"Jul 18, 2017","151.50","152.61","152.84","150.94","3.26M","-0.88%"
"Jul 17, 2017","152.84","153.00","153.44","152.52","3.10M","-0.10%"
"Jul 14, 2017","153.00","154.26","154.27","152.90","4.37M","-0.39%"
"Jul 13, 2017","153.60","153.23","153.93","152.62","5.67M","1.22%"
"Jul 12, 2017","151.75","151.46","152.90","151.42","5.11M","0.42%"
"Jul 11, 2017","151.11","151.45","153.09","150.93","6.28M","0.07%"
"Jul 10, 2017","151.00","153.51","153.60","150.96","9.00M","-2.02%"
"Jul 07, 2017","154.11","157.36","157.55","154.09","7.69M","-1.90%"
"Jul 06, 2017","157.09","161.11","161.35","157.05","6.96M","-0.59%"
"Jul 05, 2017","158.02","158.93","159.50","157.86","3.77M","-0.50%"
"Jul 03, 2017","158.82","160.21","160.53","158.69","2.00M","-0.69%"
"Jun 30, 2017","159.93","159.60","160.54","158.79","4.76M","0.79%"
"Jun 29, 2017","158.68","160.21","160.47","157.80","3.66M","-0.93%"
"Jun 28, 2017","160.17","159.59","160.50","159.50","3.23M","0.57%"
"Jun 27, 2017","159.26","160.66","161.55","159.20","5.53M","-0.59%"
"Jun 26, 2017","160.20","158.15","160.99","158.10","6.47M","1.95%"
"Jun 23, 2017","157.13","159.40","159.80","156.56","9.51M","-1.66%"
"Jun 22, 2017","159.79","163.17","163.30","159.01","8.04M","-2.06%"
"Jun 21, 2017","163.15","163.49","163.77","162.75","3.42M","0.15%"
"Jun 20, 2017","162.90","165.50","165.50","162.43","7.34M","-0.88%"
"Jun 19, 2017","164.34","167.05","167.38","162.39","13.81M","-1.66%"
"Jun 16, 2017","167.11","170.40","170.60","165.00","24.23M","-7.19%"
"Jun 15, 2017","180.06","180.39","181.33","178.37","1.75M","-0.89%"
"Jun 14, 2017","181.67","180.83","181.96","180.23","1.44M","0.64%"
"Jun 13, 2017","180.51","179.90","180.79","179.03","1.75M","0.48%"
"Jun 12, 2017","179.64","179.58","180.87","178.79","2.40M","-0.41%"
"Jun 09, 2017","180.38","181.71","181.93","179.92","2.17M","-0.57%"
"Jun 08, 2017","181.41","181.92","182.50","180.84","1.82M","-0.43%"
"Jun 07, 2017","182.20","181.44","182.24","181.13","1.25M","0.41%"
"Jun 06, 2017","181.45","181.70","182.72","181.01","2.25M","-0.35%"
"Jun 05, 2017","182.08","181.10","182.21","180.60","1.56M","0.61%"
"Jun 02, 2017","180.97","180.58","181.25","179.87","2.24M","0.19%"
"Jun 01, 2017","180.63","180.81","181.10","179.86","2.03M","0.11%"
