"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 30, 2017","1,176.75","1,167.10","1,178.57","1,160.00","4.51M","1.33%"
"Nov 29, 2017","1,161.27","1,194.80","1,194.80","1,145.19","9.26M","-2.71%"
"Nov 28, 2017","1,193.60","1,204.88","1,205.34","1,188.52","4.56M","-0.19%"
"Nov 27, 2017","1,195.83","1,202.66","1,213.41","1,191.15","6.74M","0.83%"
"Nov 24, 2017","1,186.00","1,160.70","1,186.84","1,160.70","3.53M","2.58%"
"Nov 22, 2017","1,156.16","1,141.00","1,160.27","1,141.00","3.56M","1.46%"
"Nov 21, 2017","1,139.49","1,132.86","1,140.00","1,128.20","2.48M","1.17%"
"Nov 20, 2017","1,126.31","1,129.77","1,133.42","1,122.55","2.16M","-0.32%"
"Nov 17, 2017","1,129.88","1,138.28","1,138.80","1,125.81","2.41M","-0.65%"
"Nov 16, 2017","1,137.29","1,130.16","1,138.16","1,130.05","2.21M","0.94%"
"Nov 15, 2017","1,126.69","1,127.01","1,131.75","1,121.63","3.93M","-0.89%"
"Nov 14, 2017","1,136.84","1,130.11","1,138.00","1,123.89","3.14M","0.68%"
"Nov 13, 2017","1,129.17","1,123.00","1,139.90","1,122.34","2.92M","0.34%"
"Nov 10, 2017","1,125.35","1,126.10","1,131.75","1,124.06","2.18M","-0.33%"
"Nov 09, 2017","1,129.13","1,125.96","1,129.62","1,115.77","3.73M","-0.33%"
"Nov 08, 2017","1,132.88","1,122.82","1,135.54","1,119.11","2.58M","0.86%"
"Nov 07, 2017","1,123.17","1,124.74","1,130.60","1,117.50","2.69M","0.22%"
"Nov 06, 2017","1,120.66","1,109.15","1,125.41","1,108.77","3.38M","0.82%"
"Nov 03, 2017","1,111.60","1,091.15","1,112.68","1,088.52","3.75M","1.59%"
"Nov 02, 2017","1,094.22","1,097.81","1,101.93","1,086.87","3.68M","-0.86%"
"Nov 01, 2017","1,103.68","1,105.40","1,108.97","1,096.74","3.76M","-0.14%"
"Oct 31, 2017","1,105.28","1,109.00","1,110.54","1,101.12","3.48M","-0.50%"
"Oct 30, 2017","1,110.85","1,095.01","1,122.79","1,093.56","6.61M","0.90%"
"Oct 27, 2017","1,100.95","1,058.14","1,105.58","1,050.55","16.57M","13.22%"
"Oct 26, 2017","972.43","980.33","982.90","968.55","5.62M","-0.05%"
"Oct 25, 2017","972.91","978.00","984.44","966.24","3.03M","-0.31%"
"Oct 24, 2017","975.90","969.00","979.85","965.00","2.72M","0.99%"
"Oct 23, 2017","966.30","986.73","986.77","962.50","3.49M","-1.69%"
"Oct 20, 2017","982.91","993.53","994.62","982.00","2.37M","-0.38%"
"Oct 19, 2017","986.61","990.00","991.05","980.24","3.11M","-1.04%"
"Oct 18, 2017","997.00","1,009.27","1,022.31","996.55","2.50M","-1.20%"
"Oct 17, 2017","1,009.13","1,005.59","1,011.47","1,004.38","2.32M","0.28%"
"Oct 16, 2017","1,006.34","1,008.44","1,009.57","1,001.04","2.01M","0.34%"
"Oct 13, 2017","1,002.94","1,007.00","1,007.77","1,001.03","2.43M","0.20%"
"Oct 12, 2017","1,000.93","996.81","1,008.44","992.40","4.07M","0.60%"
"Oct 11, 2017","995.00","991.27","995.50","986.70","2.34M","0.79%"
"Oct 10, 2017","987.20","996.67","997.95","980.10","3.08M","-0.38%"
"Oct 09, 2017","990.99","993.24","998.50","987.50","2.94M","0.14%"
"Oct 06, 2017","989.58","975.64","995.75","975.64","3.78M","0.89%"
"Oct 05, 2017","980.85","970.00","981.51","969.64","3.23M","1.60%"
"Oct 04, 2017","965.45","954.21","967.79","954.05","2.53M","0.87%"
"Oct 03, 2017","957.10","958.00","963.69","950.37","2.67M","-0.22%"
"Oct 02, 2017","959.19","964.00","967.30","952.12","2.44M","-0.22%"
"Sep 29, 2017","961.35","960.11","964.83","958.38","2.54M","0.52%"
"Sep 28, 2017","956.40","951.86","959.70","950.10","2.52M","0.58%"
"Sep 27, 2017","950.87","948.00","955.30","943.30","3.15M","1.31%"
"Sep 26, 2017","938.60","945.49","948.63","931.75","3.56M","-0.13%"
"Sep 25, 2017","939.79","949.31","949.42","932.89","5.12M","-1.60%"
"Sep 22, 2017","955.10","961.01","965.61","954.42","2.64M","-0.99%"
"Sep 21, 2017","964.65","971.31","971.70","962.02","2.34M","-0.88%"
"Sep 20, 2017","973.21","971.79","974.81","962.16","2.89M","0.35%"
"Sep 19, 2017","969.86","977.25","978.24","967.46","2.67M","-0.44%"
"Sep 18, 2017","974.19","990.40","992.79","968.17","3.41M","-1.28%"
"Sep 15, 2017","986.79","993.01","996.25","984.03","3.76M","-0.55%"
"Sep 14, 2017","992.21","996.80","998.56","987.74","3.91M","-0.74%"
"Sep 13, 2017","999.60","983.97","1,000.00","979.42","3.37M","1.73%"
"Sep 12, 2017","982.58","983.27","984.67","975.52","2.48M","0.47%"
"Sep 11, 2017","977.96","974.46","981.94","974.22","2.19M","1.25%"
"Sep 08, 2017","965.90","979.10","979.88","963.47","2.61M","-1.39%"
"Sep 07, 2017","979.47","974.00","980.59","972.55","2.57M","1.21%"
"Sep 06, 2017","967.80","968.32","971.84","960.60","2.13M","0.26%"
"Sep 05, 2017","965.27","975.40","976.77","960.37","3.00M","-1.33%"
"Sep 01, 2017","978.25","984.20","984.50","976.88","2.54M","-0.24%"
"Aug 31, 2017","980.60","974.70","981.00","972.76","3.33M","1.34%"
"Aug 30, 2017","967.59","958.44","969.41","956.91","2.90M","1.42%"
"Aug 29, 2017","954.06","940.00","956.00","936.33","2.87M","0.85%"
"Aug 28, 2017","946.02","946.54","953.00","942.25","2.60M","0.08%"
"Aug 25, 2017","945.26","956.00","957.62","944.10","3.32M","-0.75%"
"Aug 24, 2017","952.45","957.42","959.00","941.14","5.20M","-0.58%"
"Aug 23, 2017","958.00","959.38","962.00","954.20","2.67M","-0.92%"
"Aug 22, 2017","966.90","955.52","967.93","955.50","2.75M","1.43%"
"Aug 21, 2017","953.29","957.57","961.20","945.46","3.16M","-0.54%"
"Aug 18, 2017","958.47","961.40","965.43","954.65","3.28M","-0.22%"
"Aug 17, 2017","960.57","977.84","977.84","960.32","3.51M","-1.80%"
"Aug 16, 2017","978.18","981.65","986.46","973.22","3.13M","-0.46%"
"Aug 15, 2017","982.74","988.90","991.74","982.00","2.55M","-0.06%"
"Aug 14, 2017","983.30","978.41","985.50","976.19","3.17M","1.58%"
"Aug 11, 2017","967.99","960.00","970.39","951.38","3.47M","1.16%"
"Aug 10, 2017","956.92","976.29","979.86","954.68","5.68M","-2.55%"
"Aug 09, 2017","982.01","982.60","988.00","975.27","3.57M","-0.79%"
"Aug 08, 2017","989.84","994.35","996.28","985.79","2.90M","-0.24%"
"Aug 07, 2017","992.27","990.65","995.00","987.14","2.68M","0.47%"
"Aug 04, 2017","987.58","989.68","991.67","982.00","2.73M","0.07%"
"Aug 03, 2017","986.92","999.47","999.50","984.59","3.26M","-0.90%"
"Aug 02, 2017","995.89","1,001.77","1,003.21","981.73","4.07M","-0.03%"
"Aug 01, 2017","996.19","996.11","1,006.40","991.58","4.57M","0.85%"
"Jul 31, 2017","987.78","1,019.05","1,019.05","987.02","7.35M","-3.16%"
"Jul 28, 2017","1,020.04","1,012.14","1,032.85","1,001.00","7.71M","-2.48%"
"Jul 27, 2017","1,046.00","1,069.55","1,083.31","1,040.18","10.99M","-0.65%"
"Jul 26, 2017","1,052.80","1,043.20","1,053.20","1,043.20","2.92M","1.24%"
"Jul 25, 2017","1,039.87","1,038.05","1,043.33","1,032.48","2.45M","0.09%"
"Jul 24, 2017","1,038.95","1,028.34","1,043.01","1,027.43","3.29M","1.29%"
"Jul 21, 2017","1,025.67","1,021.28","1,026.10","1,011.00","2.73M","-0.29%"
"Jul 20, 2017","1,028.70","1,031.59","1,034.97","1,022.51","3.10M","0.18%"
"Jul 19, 2017","1,026.87","1,025.00","1,031.59","1,022.50","2.96M","0.24%"
"Jul 18, 2017","1,024.45","1,006.00","1,026.03","1,004.00","4.01M","1.43%"
"Jul 17, 2017","1,010.04","1,004.69","1,014.75","1,003.81","3.71M","0.82%"
"Jul 14, 2017","1,001.81","1,002.40","1,004.45","996.89","2.10M","0.12%"
"Jul 13, 2017","1,000.63","1,004.62","1,006.88","995.90","2.88M","-0.58%"
"Jul 12, 2017","1,006.51","1,000.65","1,008.55","998.10","3.61M","1.25%"
"Jul 11, 2017","994.13","993.00","995.99","983.72","2.98M","-0.23%"
"Jul 10, 2017","996.47","985.00","999.44","983.50","3.55M","1.81%"
"Jul 07, 2017","978.76","969.55","980.11","969.14","2.64M","1.41%"
"Jul 06, 2017","965.14","964.66","974.40","959.02","3.26M","-0.64%"
"Jul 05, 2017","971.40","961.53","975.00","955.25","3.65M","1.86%"
"Jul 03, 2017","953.66","972.79","974.49","951.00","2.91M","-1.48%"
"Jun 30, 2017","968.00","980.12","983.47","967.61","3.39M","-0.81%"
"Jun 29, 2017","975.93","979.00","987.56","965.25","4.30M","-1.45%"
"Jun 28, 2017","990.33","978.55","990.68","969.21","3.74M","1.39%"
"Jun 27, 2017","976.78","990.69","998.80","976.00","3.78M","-1.73%"
"Jun 26, 2017","993.98","1,008.50","1,009.80","992.00","3.39M","-0.97%"
"Jun 23, 2017","1,003.74","1,002.54","1,004.62","998.02","2.88M","0.24%"
"Jun 22, 2017","1,001.30","1,002.23","1,006.96","997.20","2.25M","-0.09%"
"Jun 21, 2017","1,002.23","998.70","1,002.72","992.65","2.92M","0.97%"
"Jun 20, 2017","992.59","998.00","1,004.88","992.02","4.08M","-0.26%"
"Jun 19, 2017","995.17","1,017.00","1,017.00","989.90","5.04M","0.76%"
"Jun 16, 2017","987.71","996.00","999.75","982.00","11.47M","2.44%"
"Jun 15, 2017","964.17","958.70","965.73","950.86","5.37M","-1.26%"
"Jun 14, 2017","976.47","988.59","990.34","966.71","3.97M","-0.44%"
"Jun 13, 2017","980.79","977.99","984.50","966.10","4.58M","1.65%"
"Jun 12, 2017","964.91","967.00","975.95","945.00","9.45M","-1.37%"
"Jun 09, 2017","978.31","1,012.50","1,012.99","927.00","7.65M","-3.16%"
"Jun 08, 2017","1,010.27","1,012.06","1,013.61","1,006.11","2.77M","0.02%"
"Jun 07, 2017","1,010.07","1,005.95","1,010.25","1,002.00","2.82M","0.70%"
"Jun 06, 2017","1,003.00","1,012.00","1,016.50","1,001.25","3.35M","-0.82%"
"Jun 05, 2017","1,011.34","1,007.23","1,013.21","1,003.51","2.72M","0.46%"
"Jun 02, 2017","1,006.73","998.99","1,008.48","995.67","3.75M","1.08%"
"Jun 01, 2017","995.95","998.59","998.99","991.37","2.45M","0.13%"
"May 31, 2017","994.62","1,000.00","1,000.12","982.16","3.91M","-0.21%"
"May 30, 2017","996.70","996.51","1,001.20","995.52","3.26M","0.09%"
"May 26, 2017","995.78","995.00","998.65","989.25","3.47M","0.24%"
"May 25, 2017","993.38","984.85","999.00","982.11","4.82M","1.33%"
"May 24, 2017","980.35","976.00","981.00","970.23","2.46M","0.91%"
"May 23, 2017","971.54","975.02","975.20","966.85","2.42M","0.09%"
"May 22, 2017","970.67","964.00","971.38","962.90","2.64M","1.13%"
"May 19, 2017","959.84","962.84","968.92","959.72","3.97M","0.14%"
"May 18, 2017","958.49","944.80","962.75","944.76","3.94M","1.45%"
"May 17, 2017","944.76","954.70","960.40","944.12","5.15M","-2.21%"
"May 16, 2017","966.07","961.00","970.06","960.91","3.13M","0.85%"
"May 15, 2017","957.97","958.73","963.15","956.05","4.27M","-0.35%"
"May 12, 2017","961.35","954.50","962.79","951.53","3.63M","1.45%"
"May 11, 2017","947.62","945.11","950.29","940.77","2.19M","-0.14%"
"May 10, 2017","948.95","953.50","953.75","945.00","2.10M","-0.41%"
"May 09, 2017","952.82","952.80","957.89","950.20","3.26M","0.40%"
"May 08, 2017","949.04","940.95","949.05","939.21","3.42M","1.59%"
"May 05, 2017","934.15","940.52","940.79","930.30","2.87M","-0.36%"
"May 04, 2017","937.53","944.75","945.00","934.22","2.42M","-0.37%"
"May 03, 2017","941.03","946.00","946.00","935.90","3.58M","-0.62%"
"May 02, 2017","946.94","946.64","950.10","941.41","3.85M","-0.14%"
"May 01, 2017","948.23","927.80","954.40","927.80","5.47M","2.51%"
"Apr 28, 2017","924.99","948.83","949.59","924.33","7.36M","0.72%"
"Apr 27, 2017","918.38","914.39","921.86","912.11","5.31M","1.00%"
"Apr 26, 2017","909.29","910.30","915.75","907.56","2.61M","0.18%"
"Apr 25, 2017","907.62","907.04","909.48","903.00","3.38M","0.02%"
"Apr 24, 2017","907.41","908.68","909.99","903.82","3.12M","0.99%"
"Apr 21, 2017","898.53","902.67","903.65","896.77","2.42M","-0.39%"
"Apr 20, 2017","902.06","899.70","905.32","896.29","2.81M","0.32%"
"Apr 19, 2017","899.20","907.84","910.50","897.37","2.87M","-0.51%"
"Apr 18, 2017","903.78","900.99","909.61","900.78","3.00M","0.20%"
"Apr 17, 2017","901.99","887.50","902.38","887.50","2.85M","1.96%"
"Apr 13, 2017","884.67","891.45","894.97","884.49","3.17M","-1.29%"
"Apr 12, 2017","896.23","903.09","904.09","895.25","2.46M","-0.68%"
"Apr 11, 2017","902.36","907.04","911.24","897.50","3.01M","-0.52%"
"Apr 10, 2017","907.04","899.63","908.51","899.00","3.18M","1.36%"
"Apr 07, 2017","894.88","899.65","900.09","889.31","3.71M","-0.38%"
"Apr 06, 2017","898.28","913.80","917.19","894.49","6.34M","-1.21%"
"Apr 05, 2017","909.28","910.82","923.72","905.62","7.51M","0.27%"
"Apr 04, 2017","906.83","891.50","908.54","890.28","4.98M","1.72%"
"Apr 03, 2017","891.51","888.00","893.49","885.42","3.42M","0.56%"
"Mar 31, 2017","886.54","877.00","890.35","876.65","3.96M","1.16%"
"Mar 30, 2017","876.34","874.95","877.06","871.66","2.76M","0.23%"
"Mar 29, 2017","874.32","859.05","876.44","859.02","4.49M","2.14%"
"Mar 28, 2017","856.00","851.75","858.46","850.10","3.04M","1.08%"
"Mar 27, 2017","846.82","838.07","850.30","833.50","2.76M","0.14%"
"Mar 24, 2017","845.61","851.68","851.80","843.53","2.14M","-0.21%"
"Mar 23, 2017","847.38","848.20","850.89","844.80","1.95M","-0.08%"
"Mar 22, 2017","848.06","840.43","849.37","839.05","2.66M","0.58%"
"Mar 21, 2017","843.20","858.84","862.79","841.31","4.38M","-1.61%"
"Mar 20, 2017","856.97","851.51","857.80","851.01","2.28M","0.55%"
"Mar 17, 2017","852.31","853.49","853.83","850.64","3.38M","-0.13%"
"Mar 16, 2017","853.42","855.30","855.50","850.51","1.84M","0.05%"
"Mar 15, 2017","852.97","854.33","854.45","847.11","2.56M","0.05%"
"Mar 14, 2017","852.53","853.55","853.75","847.55","2.13M","-0.24%"
"Mar 13, 2017","854.59","851.77","855.69","851.71","1.91M","0.25%"
"Mar 10, 2017","852.46","857.00","857.35","851.72","2.44M","-0.06%"
"Mar 09, 2017","853.00","851.00","856.40","850.31","2.05M","0.29%"
"Mar 08, 2017","850.50","848.00","853.07","846.79","2.29M","0.53%"
"Mar 07, 2017","846.02","845.48","848.46","843.75","2.25M","-0.07%"
"Mar 06, 2017","846.61","845.23","848.49","841.12","2.61M","-0.38%"
"Mar 03, 2017","849.88","847.20","851.99","846.27","1.95M","0.11%"
"Mar 02, 2017","848.91","853.08","854.82","847.28","2.13M","-0.49%"
"Mar 01, 2017","853.08","853.05","854.83","849.01","2.76M","0.95%"
"Feb 28, 2017","845.04","851.45","854.09","842.05","2.79M","-0.42%"
"Feb 27, 2017","848.64","842.38","852.50","839.67","2.71M","0.40%"
"Feb 24, 2017","845.24","844.69","845.81","837.75","3.69M","-0.82%"
"Feb 23, 2017","852.19","857.57","860.86","848.00","3.46M","-0.40%"
"Feb 22, 2017","855.61","856.95","858.43","852.18","2.62M","-0.10%"
"Feb 21, 2017","856.44","848.84","857.98","847.25","3.51M","1.35%"
"Feb 17, 2017","845.07","842.00","847.27","840.73","3.11M","0.11%"
"Feb 16, 2017","844.14","841.84","845.00","839.38","2.71M","0.17%"
"Feb 15, 2017","842.70","834.00","842.81","832.82","2.97M","0.75%"
"Feb 14, 2017","836.39","837.00","838.31","831.45","2.79M","-0.02%"
"Feb 13, 2017","836.53","831.62","843.00","828.55","4.17M","1.10%"
"Feb 10, 2017","827.46","823.82","828.00","822.85","2.43M","0.74%"
"Feb 09, 2017","821.36","821.60","825.00","819.71","2.48M","0.20%"
"Feb 08, 2017","819.71","812.69","821.48","812.50","2.86M","0.89%"
"Feb 07, 2017","812.50","809.31","816.16","807.50","3.47M","0.60%"
"Feb 06, 2017","807.64","809.80","810.72","803.00","3.90M","-0.32%"
"Feb 03, 2017","810.20","806.72","818.30","804.00","10.87M","-3.54%"
"Feb 02, 2017","839.95","836.59","842.49","828.26","7.35M","0.91%"
"Feb 01, 2017","832.35","829.21","833.78","824.94","3.85M","1.08%"
"Jan 31, 2017","823.48","823.75","826.99","819.56","3.14M","-0.83%"
"Jan 30, 2017","830.38","833.00","833.50","816.38","3.75M","-0.64%"
"Jan 27, 2017","835.77","839.00","839.70","829.44","3.00M","-0.40%"
"Jan 26, 2017","839.15","835.53","843.84","833.00","3.59M","0.31%"
"Jan 25, 2017","836.52","825.79","837.42","825.29","4.02M","1.71%"
"Jan 24, 2017","822.44","822.00","823.99","814.50","2.97M","0.56%"
"Jan 23, 2017","817.88","806.80","818.50","805.08","2.80M","1.18%"
"Jan 20, 2017","808.33","815.28","816.02","806.26","3.38M","-0.09%"
"Jan 19, 2017","809.04","810.00","813.51","807.32","2.54M","0.19%"
"Jan 18, 2017","807.48","809.50","811.73","804.27","2.35M","-0.28%"
"Jan 17, 2017","809.72","815.70","816.00","803.44","3.67M","-0.91%"
"Jan 13, 2017","817.14","814.32","821.65","811.40","3.79M","0.43%"
"Jan 12, 2017","813.64","800.31","814.13","799.50","4.87M","1.83%"
"Jan 11, 2017","799.02","793.66","799.50","789.51","2.99M","0.39%"
"Jan 10, 2017","795.90","796.60","798.00","789.54","2.56M","-0.13%"
"Jan 09, 2017","796.92","798.00","801.77","791.77","3.45M","0.12%"
"Jan 06, 2017","795.99","782.36","799.44","778.48","5.99M","1.99%"
"Jan 05, 2017","780.45","761.55","782.40","760.26","5.83M","3.07%"
"Jan 04, 2017","757.18","758.39","759.68","754.20","2.51M","0.47%"
"Jan 03, 2017","753.67","757.92","758.76","747.70","3.52M","0.51%"
"Dec 30, 2016","749.87","766.47","767.40","748.28","4.14M","-2.00%"
"Dec 29, 2016","765.15","772.40","773.40","760.85","3.16M","-0.90%"
"Dec 28, 2016","772.13","776.25","780.00","770.50","3.30M","0.09%"
"Dec 27, 2016","771.40","763.40","774.65","761.20","2.64M","1.42%"
"Dec 23, 2016","760.59","764.55","766.50","757.99","1.98M","-0.75%"
"Dec 22, 2016","766.34","768.12","771.21","763.02","2.54M","-0.55%"
"Dec 21, 2016","770.60","770.00","771.22","765.70","2.04M","-0.08%"
"Dec 20, 2016","771.22","768.65","774.39","767.71","2.70M","0.68%"
"Dec 19, 2016","766.00","758.89","770.50","756.16","3.11M","1.09%"
"Dec 16, 2016","757.77","765.00","765.13","754.00","4.85M","-0.42%"
"Dec 15, 2016","761.00","766.28","769.10","760.31","3.80M","-1.02%"
"Dec 14, 2016","768.82","778.25","780.86","762.81","5.45M","-0.71%"
"Dec 13, 2016","774.34","764.96","782.46","762.00","5.29M","1.87%"
"Dec 12, 2016","760.12","766.40","766.89","757.20","2.96M","-1.11%"
"Dec 09, 2016","768.66","770.00","770.25","765.34","2.47M","0.17%"
"Dec 08, 2016","767.33","771.87","773.79","765.19","3.19M","-0.40%"
"Dec 07, 2016","770.42","764.55","770.42","755.82","3.68M","0.75%"
"Dec 06, 2016","764.72","763.99","768.24","757.25","3.79M","0.71%"
"Dec 05, 2016","759.36","745.00","761.49","742.00","4.31M","2.57%"
"Dec 02, 2016","740.34","743.40","748.49","736.70","3.56M","-0.45%"
"Dec 01, 2016","743.65","752.41","753.37","738.03","4.67M","-0.92%"
"Nov 30, 2016","750.57","762.00","768.09","750.25","4.63M","-1.57%"
"Nov 29, 2016","762.52","768.00","769.89","761.32","3.27M","-0.55%"
"Nov 28, 2016","766.77","776.99","777.00","764.24","4.44M","-1.74%"
"Nov 25, 2016","780.37","786.50","786.75","777.90","1.84M","0.03%"
"Nov 23, 2016","780.12","781.73","781.75","773.12","3.54M","-0.66%"
"Nov 22, 2016","785.33","788.17","792.40","781.00","5.31M","0.68%"
"Nov 21, 2016","780.00","766.00","780.35","765.11","4.61M","2.61%"
"Nov 18, 2016","760.16","761.00","767.74","757.64","4.37M","0.50%"
"Nov 17, 2016","756.40","749.32","757.50","748.00","3.69M","1.33%"
"Nov 16, 2016","746.49","739.88","749.87","735.61","3.65M","0.44%"
"Nov 15, 2016","743.24","730.00","746.78","725.99","6.76M","3.36%"
"Nov 14, 2016","719.07","745.51","746.00","710.10","7.32M","-2.70%"
"Nov 11, 2016","739.01","735.73","743.26","728.90","6.62M","-0.45%"
"Nov 10, 2016","742.38","778.81","778.83","717.70","12.75M","-3.82%"
"Nov 09, 2016","771.88","764.00","777.50","760.09","8.56M","-2.01%"
"Nov 08, 2016","787.75","784.97","791.74","779.10","3.41M","0.36%"
"Nov 07, 2016","784.93","771.64","787.73","770.94","5.98M","3.96%"
"Nov 04, 2016","755.05","762.79","766.00","753.23","5.12M","-1.56%"
"Nov 03, 2016","767.03","765.05","777.00","764.00","3.87M","0.19%"
"Nov 02, 2016","765.56","783.93","784.75","763.55","5.03M","-2.53%"
"Nov 01, 2016","785.41","799.00","800.84","776.71","5.31M","-0.56%"
"Oct 31, 2016","789.82","781.03","793.70","780.11","5.41M","1.74%"
"Oct 28, 2016","776.32","782.00","789.49","774.61","10.84M","-5.14%"
"Oct 27, 2016","818.36","831.24","831.72","815.43","7.41M","-0.51%"
"Oct 26, 2016","822.59","832.76","833.44","820.00","4.00M","-1.51%"
"Oct 25, 2016","835.18","839.30","843.09","833.22","3.25M","-0.35%"
"Oct 24, 2016","838.09","824.95","838.30","822.21","4.06M","2.33%"
"Oct 21, 2016","818.99","809.36","819.42","809.00","2.79M","1.07%"
"Oct 20, 2016","810.32","813.99","815.71","803.10","3.15M","-0.90%"
"Oct 19, 2016","817.69","820.40","820.67","815.17","2.09M","0.00%"
"Oct 18, 2016","817.65","822.11","823.26","815.02","2.51M","0.58%"
"Oct 17, 2016","812.95","821.50","822.00","811.68","3.36M","-1.22%"
"Oct 14, 2016","822.96","835.08","835.74","822.96","3.00M","-0.76%"
"Oct 13, 2016","829.28","829.00","831.80","821.21","3.09M","-0.58%"
"Oct 12, 2016","834.09","834.00","837.67","830.10","2.38M","0.37%"
"Oct 11, 2016","831.00","841.02","841.29","828.35","3.59M","-1.27%"
"Oct 10, 2016","841.71","843.25","845.20","840.27","1.83M","0.27%"
"Oct 07, 2016","839.43","845.79","845.95","837.45","2.43M","-0.26%"
"Oct 06, 2016","841.66","843.70","847.21","840.60","2.68M","-0.32%"
"Oct 05, 2016","844.36","838.00","845.67","836.12","3.47M","1.24%"
"Oct 04, 2016","834.03","840.91","842.37","830.26","2.95M","-0.32%"
"Oct 03, 2016","836.74","836.00","839.86","831.25","2.77M","-0.07%"
"Sep 30, 2016","837.31","832.61","839.95","832.40","4.43M","1.00%"
"Sep 29, 2016","829.05","828.26","837.50","824.63","4.92M","0.04%"
"Sep 28, 2016","828.72","818.00","830.14","817.03","4.42M","1.55%"
"Sep 27, 2016","816.11","801.85","816.64","801.11","3.82M","2.12%"
"Sep 26, 2016","799.16","801.80","805.93","797.14","2.65M","-0.82%"
"Sep 23, 2016","805.75","803.13","807.75","802.12","2.35M","0.13%"
"Sep 22, 2016","804.70","794.27","805.89","794.27","4.08M","1.89%"
"Sep 21, 2016","789.74","783.25","790.69","779.01","2.72M","1.22%"
"Sep 20, 2016","780.22","776.00","781.37","776.00","1.94M","0.66%"
"Sep 19, 2016","775.10","779.97","781.94","771.00","2.30M","-0.44%"
"Sep 16, 2016","778.52","773.28","780.46","771.66","5.50M","1.15%"
"Sep 15, 2016","769.69","762.00","770.87","757.58","3.04M","1.13%"
"Sep 14, 2016","761.09","762.20","767.50","758.85","2.53M","0.01%"
"Sep 13, 2016","761.01","768.77","769.89","759.05","3.12M","-1.36%"
"Sep 12, 2016","771.49","757.35","772.66","756.00","3.12M","1.49%"
"Sep 09, 2016","760.14","779.36","781.00","760.11","4.26M","-3.05%"
"Sep 08, 2016","784.06","783.89","786.50","781.44","2.03M","-0.05%"
"Sep 07, 2016","784.48","789.53","790.79","784.33","2.42M","-0.56%"
"Sep 06, 2016","788.87","774.04","789.48","770.22","3.72M","2.13%"
"Sep 02, 2016","772.44","774.11","776.00","771.70","2.18M","0.24%"
"Sep 01, 2016","770.62","770.90","772.04","766.75","1.79M","0.19%"
"Aug 31, 2016","769.16","766.60","769.64","764.00","1.63M","0.21%"
"Aug 30, 2016","767.58","771.05","771.84","765.56","1.71M","-0.48%"
"Aug 29, 2016","771.29","768.72","774.98","768.60","2.20M","0.30%"
"Aug 26, 2016","769.00","760.05","770.00","759.79","2.78M","1.29%"
"Aug 25, 2016","759.22","756.00","760.56","754.74","1.62M","0.26%"
"Aug 24, 2016","757.25","763.00","763.41","755.36","1.74M","-0.68%"
"Aug 23, 2016","762.45","763.31","764.70","761.00","1.52M","0.39%"
"Aug 22, 2016","759.48","757.50","759.85","752.10","1.68M","0.29%"
"Aug 19, 2016","757.31","761.90","762.49","756.89","2.34M","-0.94%"
"Aug 18, 2016","764.46","764.00","765.17","760.60","1.46M","-0.02%"
"Aug 17, 2016","764.63","764.41","765.22","759.20","1.89M","0.08%"
"Aug 16, 2016","764.04","768.62","768.73","763.82","1.60M","-0.58%"
"Aug 15, 2016","768.49","771.90","772.04","767.71","2.12M","-0.53%"
"Aug 12, 2016","772.56","768.46","773.15","768.42","1.56M","0.17%"
"Aug 11, 2016","771.24","769.94","773.75","769.12","2.02M","0.35%"
"Aug 10, 2016","768.56","769.80","772.10","766.19","1.60M","0.03%"
"Aug 09, 2016","768.31","767.39","772.60","766.90","1.88M","0.23%"
"Aug 08, 2016","766.56","766.81","767.00","761.01","1.99M","0.08%"
"Aug 05, 2016","765.98","764.81","768.47","763.09","2.70M","0.68%"
"Aug 04, 2016","760.77","753.70","765.00","750.35","3.18M","0.81%"
"Aug 03, 2016","754.64","757.06","758.89","752.25","3.58M","-0.78%"
"Aug 02, 2016","760.58","763.81","765.01","757.02","3.60M","-0.93%"
"Aug 01, 2016","767.74","759.87","770.50","757.06","3.58M","1.18%"
"Jul 29, 2016","758.81","765.00","766.00","755.00","6.78M","0.82%"
"Jul 28, 2016","752.61","745.98","753.36","739.70","7.62M","2.16%"
"Jul 27, 2016","736.67","737.97","740.94","733.86","2.91M","0.15%"
"Jul 26, 2016","735.59","742.71","743.13","732.75","2.53M","-0.54%"
"Jul 25, 2016","739.61","746.55","748.50","735.35","2.68M","-0.70%"
"Jul 22, 2016","744.86","747.79","751.28","743.53","2.28M","0.06%"
"Jul 21, 2016","744.43","747.50","749.36","742.79","2.32M","-0.17%"
"Jul 20, 2016","745.72","744.00","746.25","740.70","2.21M","0.78%"
"Jul 19, 2016","739.95","732.50","743.33","732.31","2.22M","0.53%"
"Jul 18, 2016","736.07","735.49","741.60","728.72","2.95M","0.09%"
"Jul 15, 2016","735.44","746.55","746.55","734.05","3.12M","-0.78%"
"Jul 14, 2016","741.20","748.86","749.04","739.02","2.39M","-0.19%"
"Jul 13, 2016","742.63","746.76","756.87","741.25","4.14M","-0.75%"
"Jul 12, 2016","748.21","756.86","757.34","740.33","5.62M","-0.74%"
"Jul 11, 2016","753.78","750.00","755.90","747.00","3.20M","1.07%"
"Jul 08, 2016","745.81","740.14","746.10","738.00","3.43M","1.25%"
